TIC,hostname,pl_name,sy_pnum,sy_snum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_orbper_tess,pl_orbpererr1_tess,pl_orbpererr2_tess,pl_tranmid_tess,pl_tranmiderr1_tess,pl_tranmiderr2_tess,obrparams_tess
270954695,Kepler-1396,Kepler-1396 b,1.0,1.0,18.2206421,0.00013759999999999998,-0.00013759999999999998,2454974.37434,0.00575,-0.00575,,,,,,,0
270955259,Kepler-1314,Kepler-1314 b,1.0,1.0,5.42474928,3.97e-06,-3.97e-06,2454966.729098,0.000697,-0.000697,,,,,,,0
270955277,Kepler-1159,Kepler-1159 b,1.0,1.0,22.70816791,9.541e-05,-9.541e-05,2454966.7217200003,0.0035700000000000003,-0.0035700000000000003,,,,,,,0
270956861,Kepler-326,Kepler-326 b,3.0,1.0,2.248329,4e-06,-4e-06,2454966.42421,0.00115,-0.00115,,,,,,,0
270957896,Kepler-1413,Kepler-1413 b,1.0,1.0,13.182964199999999,0.0001082,-0.0001082,2454974.82502,0.0078,-0.0078,,,,,,,0
270958237,Kepler-1766,Kepler-1766 b,1.0,1.0,105.0149994,,,2455061.94455,0.0037,-0.0037,,,,,,,0
270959184,Kepler-941,Kepler-941 b,1.0,1.0,17.42395198,8.3e-05,-8.3e-05,2454981.82645,0.00454,-0.00454,,,,,,,0
270959279,Kepler-940,Kepler-940 b,1.0,1.0,59.6225257,0.0003015,-0.0003015,2454971.13385,0.00436,-0.00436,,,,,,,0
271040328,Kepler-1306,Kepler-1306 b,1.0,1.0,16.29595382,7.404e-05,-7.404e-05,2454966.9093299997,0.00351,-0.00351,,,,,,,0
271040560,Kepler-1723,Kepler-1723 b,1.0,1.0,39.75289917,,,2455008.4624400004,0.0023,-0.0023,,,,,,,0
271040678,Kepler-1562,Kepler-1562 b,1.0,1.0,64.2737752,0.0007141,-0.0007141,2455019.7100299997,0.00801,-0.00801,,,,,,,0
271040768,Kepler-35,Kepler-35 b,1.0,2.0,131.458,0.077,-0.105,2454965.85,,,,,,,,,0
271042217,Kepler-41,Kepler-41 b,1.0,1.0,1.8555582,5.2e-07,-5.2e-07,2455187.2804819997,5.1e-05,-5.1e-05,1.8559185,0.0002984,-0.0002984,2459391.972288,0.002561,-0.002561,0
271044777,Kepler-1846,Kepler-1846 b,1.0,1.0,14.82009983,,,2454966.39933,0.005379999999999999,-0.005379999999999999,,,,,,,0
271046092,Kepler-266,Kepler-266 b,2.0,1.0,6.61833,4.8e-05,-4.8e-05,2455193.3696,0.00323,-0.00323,,,,,,,0
271046140,Kepler-321,Kepler-321 b,2.0,1.0,4.915379,1e-05,-1e-05,2454965.69543,0.00128,-0.00128,,,,,,,0
271046694,Kepler-1632,Kepler-1632 b,1.0,1.0,448.303558,0.004164,-0.004164,2455398.17593,0.00535,-0.00535,,,,,,,0
271046907,Kepler-1537,Kepler-1537 b,1.0,1.0,1.4444538,2.33e-06,-2.33e-06,2454965.80647,0.0012900000000000001,-0.0012900000000000001,,,,,,,0
271050878,Kepler-947,Kepler-947 b,1.0,1.0,26.9644317,0.000157,-0.000157,2454978.34343,0.0049299999999999995,-0.0049299999999999995,,,,,,,0
271051532,Kepler-1463,Kepler-1463 b,1.0,1.0,25.15864,0.0005122999999999999,-0.0005122999999999999,2454986.0506,0.0133,-0.0133,,,,,,,0
271052158,Kepler-314,Kepler-314 b,2.0,1.0,2.4610689999999997,1.3000000000000001e-05,-1.3000000000000001e-05,2454966.3144099996,0.0034100000000000003,-0.0034100000000000003,,,,,,,0
271158747,Kepler-882,Kepler-882 b,1.0,1.0,3.98953967,9.76e-06,-9.76e-06,2454967.0998,0.00201,-0.00201,,,,,,,0
271158815,Kepler-871,Kepler-871 b,1.0,1.0,22.0459018,0.0001072,-0.0001072,2454969.47832,0.00442,-0.00442,,,,,,,0
271158887,Kepler-857,Kepler-857 b,1.0,1.0,85.35129427,9.562e-05,-9.562e-05,2454994.0093259998,0.0008820000000000001,-0.0008820000000000001,,,,,,,0
271159855,Kepler-1631,Kepler-1631 b,1.0,1.0,4.09513932,3.048e-05,-3.048e-05,2454964.67653,0.00657,-0.00657,,,,,,,0
271159950,Kepler-176,Kepler-176 b,4.0,1.0,5.4330739999999995,2.4e-05,-2.4e-05,2454971.36967,0.00268,-0.00268,,,,,,,0
271162671,Kepler-980,Kepler-980 b,1.0,1.0,11.55102504,2.754e-05,-2.754e-05,2454967.90861,0.00179,-0.00179,,,,,,,0
271162715,Kepler-1450,Kepler-1450 b,1.0,1.0,54.509416599999994,0.0005269999999999999,-0.0005269999999999999,2454973.82631,0.006670000000000001,-0.006670000000000001,,,,,,,0
271163971,Kepler-1101,Kepler-1101 b,1.0,1.0,81.3151059,0.0005693,-0.0005693,2455008.99732,0.00539,-0.00539,,,,,,,0
271164394,Kepler-1058,Kepler-1058 b,1.0,1.0,110.96546000000001,0.001146,-0.001146,2455020.04262,0.00775,-0.00775,,,,,,,0
271164596,Kepler-1016,Kepler-1016 b,2.0,1.0,1.95452434,3.31e-06,-3.31e-06,2454965.29717,0.00137,-0.00137,,,,,,,0
271164726,Kepler-1873,Kepler-1873 b,1.0,1.0,0.5588420000000001,,,2454964.57988,0.00098,-0.00098,,,,,,,0
271164755,Kepler-108,Kepler-108 b,2.0,2.0,49.183921000000005,5.4000000000000005e-05,-5.4000000000000005e-05,2454974.9112299997,0.00066,-0.00066,,,,,,,0
271164778,Kepler-1790,Kepler-1790 b,1.0,1.0,31.58889961,,,2454988.6161700003,0.00301,-0.00301,,,,,,,0
271165395,Kepler-1068,Kepler-1068 b,1.0,1.0,16.92344113,5.446e-05,-5.446e-05,2454978.81211,0.00257,-0.00257,,,,,,,0
271165854,Kepler-1247,Kepler-1247 b,1.0,1.0,13.71220213,6.363e-05,-6.363e-05,2454968.51865,0.00427,-0.00427,,,,,,,0
271165895,Kepler-1321,Kepler-1321 c,3.0,1.0,2.22649109,5.24e-06,-5.24e-06,2454966.37482,0.0026100000000000003,-0.0026100000000000003,,,,,,,0
271168962,WASP-131,WASP-131 b,1.0,1.0,5.322023000000001,5e-06,-5e-06,2456919.8236,0.0004,-0.0004,5.322154,0.0002,-0.0002,2458601.579679,0.000516,-0.000516,0
271253308,Kepler-938,Kepler-938 b,1.0,1.0,52.6298417,0.0002898,-0.0002898,2454988.61153,0.00472,-0.00472,,,,,,,0
271253848,Kepler-1960,Kepler-1960 b,1.0,1.0,2.29794002,,,2454964.50475,0.00685,-0.00685,,,,,,,0
271253957,Kepler-1391,Kepler-1391 b,1.0,1.0,54.4092333,0.0005236,-0.0005236,2455008.40209,0.00621,-0.00621,,,,,,,0
271255413,Kepler-1096,Kepler-1096 b,1.0,1.0,2.89221751,6e-06,-6e-06,2454965.87706,0.00161,-0.00161,,,,,,,0
271255614,Kepler-1474,Kepler-1474 b,1.0,1.0,36.433345200000005,0.0003218,-0.0003218,2454965.91104,0.00665,-0.00665,,,,,,,0
271256817,Kepler-1674,Kepler-1674 b,1.0,1.0,62.5611,,,2455011.40719,0.0038200000000000005,-0.0038200000000000005,,,,,,,0
271259677,Kepler-751,Kepler-751 b,1.0,1.0,17.44490636,4.2e-05,-4.2e-05,2454974.67788,0.0020399999999999997,-0.0020399999999999997,,,,,,,0
271260980,Kepler-116,Kepler-116 b,2.0,1.0,5.9687339999999995,9e-06,-9e-06,2454970.15762,0.0009199999999999999,-0.0009199999999999999,,,,,,,0
271261159,Kepler-1769,Kepler-1769 b,1.0,1.0,89.19349670000001,,,2455050.8234599996,0.0010400000000000001,-0.0010400000000000001,,,,,,,0
271262203,Kepler-54,Kepler-54 b,3.0,1.0,8.0109434,6.9e-05,-6.9e-05,2455003.20573,0.0029,-0.0029,,,,,,,0
271346509,Kepler-827,Kepler-827 b,1.0,1.0,51.92927591,9.288e-05,-9.288e-05,2454984.93175,0.00146,-0.00146,,,,,,,0
271346561,Kepler-831,Kepler-831 b,1.0,1.0,5.62153941,1.272e-05,-1.272e-05,2454969.8905,0.0018,-0.0018,,,,,,,0
271347119,Kepler-712,Kepler-712 b,2.0,1.0,21.02247699,4.431e-05,-4.431e-05,2455040.67707,0.0016699999999999998,-0.0016699999999999998,,,,,,,0
271347291,Kepler-1425,Kepler-1425 b,1.0,1.0,14.4541302,0.0001621,-0.0001621,2454968.4467,0.0105,-0.0105,,,,,,,0
271347296,Kepler-874,Kepler-874 b,1.0,1.0,40.0686727,0.0001013,-0.0001013,2454984.80829,0.00209,-0.00209,,,,,,,0
271348323,Kepler-1867,Kepler-1867 b,1.0,1.0,9.88735962,,,2454972.52781,0.00695,-0.00695,,,,,,,0
271349932,Kepler-942,Kepler-942 b,1.0,1.0,44.96417488,6.962e-05,-6.962e-05,2454977.55876,0.00122,-0.00122,,,,,,,0
271350547,Kepler-1942,Kepler-1942 b,1.0,1.0,4.62604999,,,2454967.6816,0.00155,-0.00155,,,,,,,0
271351820,Kepler-727,Kepler-727 b,1.0,1.0,5.15448442,8.58e-06,-8.58e-06,2455004.63928,0.00133,-0.00133,,,,,,,0
271352188,Kepler-215,Kepler-215 b,4.0,1.0,9.360672000000001,4e-05,-4e-05,2455004.96719,0.0025,-0.0025,,,,,,,0
271353794,Kepler-1087,Kepler-1087 b,1.0,1.0,0.69384285,1.59e-06,-1.59e-06,2454965.18012,0.0021100000000000003,-0.0021100000000000003,,,,,,,0
271354351,KOI-217,KOI-217 b,1.0,1.0,3.9051199999999997,5e-05,-5e-05,2454966.414,0.0002,-0.0002,3.9046193,0.00042330000000000004,-0.00042330000000000004,2459422.1266630003,0.004411,-0.004411,0
271354634,Kepler-378,Kepler-378 b,2.0,1.0,16.092361,7.3e-05,-7.3e-05,2454975.5134900003,0.00296,-0.00296,,,,,,,0
271354748,Kepler-1169,Kepler-1169 b,1.0,1.0,6.11009134,2.806e-05,-2.806e-05,2454969.913,0.00371,-0.00371,,,,,,,0
271355270,Kepler-1877,Kepler-1877 b,1.0,1.0,2.37756991,,,2454966.3975,0.0025,-0.0025,,,,,,,0
271355361,Kepler-616,Kepler-616 b,3.0,1.0,9.99761851,2.138e-05,-2.138e-05,2455004.78774,0.00173,-0.00173,,,,,,,0
271355638,Kepler-163,Kepler-163 b,2.0,1.0,7.810936999999999,0.00010700000000000001,-0.00010700000000000001,2454965.3043,0.00674,-0.00674,,,,,,,0
271424111,Kepler-490,Kepler-490 b,1.0,1.0,3.26869515,2.3e-07,-2.3e-07,2454970.481707,5.6999999999999996e-05,-5.6999999999999996e-05,,,,,,,0
271424795,Kepler-935,Kepler-935 b,1.0,1.0,4.88083852,1.481e-05,-1.481e-05,2454969.19778,0.00266,-0.00266,,,,,,,0
271427581,Kepler-1467,Kepler-1467 b,1.0,1.0,47.05690429999999,0.0001835,-0.0001835,2454994.0591,0.00279,-0.00279,,,,,,,0
271430806,Kepler-476,Kepler-476 b,1.0,1.0,14.00640607,1.794e-05,-1.794e-05,2454975.2093169997,0.000981,-0.000981,,,,,,,0
271430916,Kepler-499,Kepler-499 b,1.0,1.0,5.63252845,5.75e-06,-5.75e-06,2454966.817942,0.0008269999999999999,-0.0008269999999999999,,,,,,,0
271431851,Kepler-855,Kepler-855 b,1.0,1.0,7.8866311,2.47e-06,-2.47e-06,2455193.514349,0.00021899999999999998,-0.00021899999999999998,,,,,,,0
271433874,Kepler-830,Kepler-830 b,1.0,1.0,11.29695137,6.299e-05,-6.299e-05,2454967.5687599997,0.00462,-0.00462,,,,,,,0
271537530,Kepler-61,Kepler-61 b,1.0,1.0,59.877559999999995,0.0002,-0.0002,2454984.188,0.0029,-0.0024,,,,,,,0
271537714,Kepler-1603,Kepler-1603 b,1.0,1.0,2.27163926,2.336e-05,-2.336e-05,2454964.82792,0.00757,-0.00757,,,,,,,0
271537790,Kepler-1021,Kepler-1021 b,1.0,1.0,13.47469571,3.21e-05,-3.21e-05,2454966.49237,0.00209,-0.00209,,,,,,,0
271538318,Kepler-1255,Kepler-1255 b,1.0,1.0,36.2919336,0.00031560000000000003,-0.00031560000000000003,2454965.1781200003,0.00733,-0.00733,,,,,,,0
271539239,Kepler-1145,Kepler-1145 b,1.0,1.0,3.97076766,1.11e-05,-1.11e-05,2454967.63885,0.00225,-0.00225,,,,,,,0
271545939,Kepler-1086,Kepler-1086 b,2.0,2.0,18.78425728,5.283e-05,-5.283e-05,2454970.8832400003,0.00232,-0.00232,,,,,,,0
271546110,Kepler-1618,Kepler-1618 b,1.0,1.0,6.10826019,8.991e-05,-8.991e-05,2454964.8803,0.013999999999999999,-0.013999999999999999,,,,,,,0
271546191,Kepler-345,Kepler-345 b,2.0,1.0,7.415563000000001,5.4000000000000005e-05,-5.4000000000000005e-05,2454970.81508,0.00409,-0.00409,,,,,,,0
271546798,Kepler-962,Kepler-962 b,1.0,1.0,12.05707239,1.586e-05,-1.586e-05,2454968.4147099997,0.001,-0.001,,,,,,,0
271548206,Kepler-47,Kepler-47 b,3.0,2.0,49.4643,0.0081,-0.0074,2454968.6427,0.0043,-0.0049,,,,,,,0
271661839,Kepler-1052,Kepler-1052 b,1.0,1.0,34.8538276,0.000126,-0.000126,2454997.0443700003,0.00297,-0.00297,,,,,,,0
271662623,Kepler-218,Kepler-218 b,3.0,1.0,3.6193370000000002,1.1e-05,-1.1e-05,2454968.4380099997,0.00183,-0.00183,,,,,,,0
271663670,Kepler-1111,Kepler-1111 b,1.0,1.0,8.79617863,2.97e-05,-2.97e-05,2454968.67717,0.00292,-0.00292,,,,,,,0
271665352,Kepler-1427,Kepler-1427 b,1.0,1.0,0.96897238,6.77e-06,-6.77e-06,2454965.42945,0.0063,-0.0063,,,,,,,0
271669275,Kepler-872,Kepler-872 b,1.0,1.0,2.57885507,5.17e-06,-5.17e-06,2454966.2233700003,0.00159,-0.00159,,,,,,,0
271669616,Kepler-644,Kepler-644 b,1.0,1.0,3.1739171,4.23e-06,-4.23e-06,2455003.92435,0.0010400000000000001,-0.0010400000000000001,,,,,,,0
271671025,Kepler-508,Kepler-508 b,1.0,1.0,25.30889748,5.747e-05,-5.747e-05,2455004.50636,0.0018800000000000002,-0.0018800000000000002,,,,,,,0
271749758,Kepler-492,Kepler-492 b,1.0,1.0,11.72012266,1.53e-06,-1.53e-06,2454975.174098,0.000105,-0.000105,,,,,,,0
271752712,Kepler-1483,Kepler-1483 b,1.0,1.0,9.5085156,0.0001053,-0.0001053,2454973.55871,0.009340000000000001,-0.009340000000000001,,,,,,,0
271755153,Kepler-1696,Kepler-1696 b,1.0,1.0,65.9409,,,2455064.97155,0.00852,-0.00852,,,,,,,0
271758442,Kepler-1134,Kepler-1134 b,1.0,1.0,17.13263989,8.204e-05,-8.204e-05,2454980.1548,0.004,-0.004,,,,,,,0
271758949,Kepler-1236,Kepler-1236 b,1.0,1.0,31.057161800000003,0.0002508,-0.0002508,2454980.5629,0.00674,-0.00674,,,,,,,0
271759028,Kepler-1260,Kepler-1260 b,1.0,1.0,19.1187753,0.00016869999999999998,-0.00016869999999999998,2454971.42568,0.00598,-0.00598,,,,,,,0
271760755,Kepler-743,Kepler-743 b,1.0,2.0,3.17926292,2.52e-06,-2.52e-06,2455094.842389,0.000592,-0.000592,,,,,,,0
271762145,Kepler-713,Kepler-713 b,1.0,1.0,7.411141000000001,1.344e-05,-1.344e-05,2455008.34658,0.00149,-0.00149,,,,,,,0
271763415,Kepler-1098,Kepler-1098 b,1.0,1.0,2.54307286,9.59e-06,-9.59e-06,2454965.6792900003,0.00346,-0.00346,,,,,,,0
271767300,Kepler-719,Kepler-719 b,1.0,1.0,5.00731778,1.25e-06,-1.25e-06,2455006.433852,0.000198,-0.000198,,,,,,,0
271769940,Kepler-252,Kepler-252 b,2.0,1.0,6.668391000000001,3.1e-05,-3.1e-05,2454970.4348299997,0.00271,-0.00271,,,,,,,0
271770315,Kepler-1237,Kepler-1237 b,1.0,1.0,84.5733226,0.000648,-0.000648,2454983.15332,0.0070599999999999994,-0.0070599999999999994,,,,,,,0
271774166,Kepler-860,Kepler-860 b,1.0,1.0,5.10137945,8.94e-06,-8.94e-06,2455190.4825,0.0012,-0.0012,,,,,,,0
27186509,Kepler-1104,Kepler-1104 b,1.0,1.0,5.03728015,1.378e-05,-1.378e-05,2454967.1094,0.00223,-0.00223,,,,,,,0
27187218,Kepler-480,Kepler-480 b,1.0,1.0,4.9195838,4.9000000000000005e-06,-4.9000000000000005e-06,2454967.602759,0.000799,-0.000799,,,,,,,0
27187386,Kepler-1821,Kepler-1821 b,1.0,1.0,16.45809937,,,2454967.0185599998,0.0026,-0.0026,,,,,,,0
27187450,Kepler-1652,Kepler-1652 b,1.0,1.0,38.09722,0.00021,-0.00021,2454973.0045,0.0047,-0.0047,,,,,,,0
271877680,Kepler-528,Kepler-528 b,1.0,1.0,19.78297415,6.532e-05,-6.532e-05,2455010.7233599997,0.00247,-0.00247,,,,,,,0
271877992,Kepler-1785,Kepler-1785 b,1.0,1.0,19.58550072,,,2454965.366439,0.001698,-0.001698,,,,,,,0
271881331,Kepler-1315,Kepler-1315 b,2.0,1.0,0.84338011,8.2e-07,-8.2e-07,2454964.966211,0.000802,-0.000802,,,,,,,0
271885110,Kepler-1090,Kepler-1090 c,2.0,1.0,42.42720032,0.002176,-0.002176,2454989.1893,0.0048,-0.0048,,,,,,,0
27188610,Kepler-1123,Kepler-1123 b,1.0,1.0,4.33946454,1.178e-05,-1.178e-05,2454965.80245,0.00218,-0.00218,,,,,,,0
271893367,TOI-150,TOI-150.01,1.0,1.0,5.857487,8.9e-05,-9.7e-05,2458326.2773,0.00086,-0.0008900000000000001,5.8574075,3.1e-06,-3.1e-06,2459363.044953,0.001114,-0.001114,0
271898990,HATS-15,HATS-15 b,1.0,1.0,1.74748753,9.4e-07,-9.4e-07,2456387.2116099996,0.00015,-0.00015,,,,,,,0
271959909,Kepler-1490,Kepler-1490 b,1.0,1.0,92.4362973,0.0009042,-0.0009042,2454996.5883,0.00916,-0.00916,,,,,,,0
271960006,Kepler-1353,Kepler-1353 b,1.0,1.0,24.7543966,0.0001431,-0.0001431,2454973.20475,0.0051,-0.0051,,,,,,,0
271960115,Kepler-1006,Kepler-1006 b,1.0,1.0,19.76172042,6.670000000000001e-05,-6.670000000000001e-05,2454968.17642,0.00267,-0.00267,,,,,,,0
271960465,Kepler-292,Kepler-292 b,5.0,1.0,2.580827,2e-05,-2e-05,2455004.56214,0.00512,-0.00512,,,,,,,0
271963778,Kepler-397,Kepler-397 b,2.0,1.0,22.250949,0.00018600000000000002,-0.00018600000000000002,2454982.43067,0.00524,-0.00524,,,,,,,0
271964647,Kepler-119,Kepler-119 b,2.0,1.0,2.422082,1e-06,-1e-06,2454965.93928,0.00018999999999999998,-0.00018999999999999998,,,,,,,0
271966200,Kepler-1180,Kepler-1180 b,1.0,1.0,16.860128600000003,0.0001369,-0.0001369,2454972.8459900003,0.00771,-0.00771,,,,,,,0
271967039,Kepler-972,Kepler-972 b,1.0,1.0,7.03932553,1.608e-05,-1.608e-05,2454966.85385,0.0019,-0.0019,,,,,,,0
271968263,Kepler-500,Kepler-500 b,1.0,1.0,8.508324400000001,9.11e-06,-9.11e-06,2454967.786614,0.000908,-0.000908,,,,,,,0
271970605,Kepler-1533,Kepler-1533 b,1.0,1.0,308.5471,0.002415,-0.002415,2455129.0682,0.0065,-0.0065,,,,,,,0
271970692,Kepler-1475,Kepler-1475 b,1.0,1.0,82.177374,0.00115,-0.00115,2455030.19323,0.009340000000000001,-0.009340000000000001,,,,,,,0
272073383,Kepler-832,Kepler-832 b,1.0,1.0,7.139694099999999,2.817e-05,-2.817e-05,2454970.18577,0.00331,-0.00331,,,,,,,0
272073436,Kepler-1610,Kepler-1610 b,1.0,1.0,8.70181574,8.315e-05,-8.315e-05,2454971.24368,0.00834,-0.00834,,,,,,,0
272074477,Kepler-1007,Kepler-1007 b,1.0,1.0,5.18500207,9.32e-06,-9.32e-06,2454964.87942,0.00155,-0.00155,,,,,,,0
272078218,Kepler-784,Kepler-784 b,1.0,1.0,31.5922646,0.0006809,-0.0006809,2454975.9664,0.0168,-0.0168,,,,,,,0
272080244,Kepler-1738,Kepler-1738 b,1.0,1.0,7.67463016,,,2454966.22431,0.00265,-0.00265,,,,,,,0
272083644,Kepler-1108,Kepler-1108 b,1.0,1.0,4.51005748,1.3300000000000001e-05,-1.3300000000000001e-05,2454967.56728,0.00246,-0.00246,,,,,,,0
272083669,Kepler-255,Kepler-255 d,3.0,1.0,1.04562266,2.67e-06,-2.67e-06,2454966.91821,0.00216,-0.00216,,,,,,,0
272083995,Kepler-1523,Kepler-1523 b,1.0,1.0,0.93875077,1.16e-06,-1.16e-06,2454964.68214,0.0010199999999999999,-0.0010199999999999999,,,,,,,0
272084528,Kepler-1257,Kepler-1257 b,1.0,1.0,2.66831376,9.86e-06,-9.86e-06,2454964.68877,0.00274,-0.00274,,,,,,,0
272085033,Kepler-335,Kepler-335 b,2.0,1.0,6.5623309999999995,3.1e-05,-3.1e-05,2454965.60635,0.00278,-0.00278,,,,,,,0
272172942,Kepler-806,Kepler-806 b,1.0,1.0,8.09219642,3.302e-05,-3.302e-05,2454971.04671,0.00352,-0.00352,,,,,,,0
272173269,Kepler-1959,Kepler-1959 b,1.0,1.0,6.38669014,,,2454964.52724,0.00256,-0.00256,,,,,,,0
272178989,Kepler-910,Kepler-910 b,1.0,1.0,2.36436901,8.83e-06,-8.83e-06,2454965.25006,0.0031100000000000004,-0.0031100000000000004,,,,,,,0
272179260,Kepler-1607,Kepler-1607 b,1.0,1.0,13.6473676,0.0002102,-0.0002102,2454965.2362,0.0146,-0.0146,,,,,,,0
272180236,Kepler-1947,Kepler-1947 b,1.0,1.0,6.9636302,,,2454966.0142099997,0.0038799999999999998,-0.0038799999999999998,,,,,,,0
272180918,Kepler-602,Kepler-602 b,1.0,1.0,15.28469497,6.919e-05,-6.919e-05,2455008.62261,0.00339,-0.00339,,,,,,,0
272180958,Kepler-640,Kepler-640 b,1.0,1.0,22.24813967,3.515e-05,-3.515e-05,2455007.13664,0.00124,-0.00124,,,,,,,0
272183546,Kepler-1340,Kepler-1340 b,1.0,1.0,0.66502692,1.6e-06,-1.6e-06,2454964.6576799997,0.00206,-0.00206,,,,,,,0
272184502,Kepler-1420,Kepler-1420 b,1.0,1.0,6.69960006,4.5e-05,-4.5e-05,2454967.14722,0.00528,-0.00528,,,,,,,0
272212970,HATS-67,HATS-67 b,1.0,1.0,1.6091788,4e-06,-4e-06,2457796.8812700002,0.00043,-0.00043,1.6091569,0.00015900000000000002,-0.00015900000000000002,2459307.905216,0.001472,-0.001472,0
272213425,HATS-56,HATS-56 b,1.0,1.0,4.324799,2.7000000000000002e-05,-2.7000000000000002e-05,2457788.0029,0.0012,-0.0012,4.325079,0.0004481,-0.0004481,2459310.320561,0.0014140000000000001,-0.0014140000000000001,0
272269239,Kepler-1375,Kepler-1375 b,1.0,1.0,3.3004192000000003,1.505e-05,-1.505e-05,2454966.5638200003,0.00412,-0.00412,,,,,,,0
272270522,Kepler-1182,Kepler-1182 b,1.0,1.0,11.17394617,6.278e-05,-6.278e-05,2454967.70408,0.00473,-0.00473,,,,,,,0
272270869,Kepler-1685,Kepler-1685 b,1.0,1.0,20.4905,,,2454977.42058,0.007379999999999999,-0.007379999999999999,,,,,,,0
272272564,Kepler-1585,Kepler-1585 b,1.0,1.0,3.5827462999999997,1.739e-05,-1.739e-05,2454967.94912,0.00441,-0.00441,,,,,,,0
272275278,Kepler-1497,Kepler-1497 b,1.0,1.0,8.74199772,8.621e-05,-8.621e-05,2454968.4222,0.00869,-0.00869,,,,,,,0
272278272,Kepler-1336,Kepler-1336 c,2.0,1.0,5.77721211,2.788e-05,-2.788e-05,2454970.16681,0.00358,-0.00358,,,,,,,0
272278496,Kepler-900,Kepler-900 b,1.0,1.0,6.9913086,1.434e-05,-1.434e-05,2454968.46263,0.00151,-0.00151,,,,,,,0
272279290,Kepler-525,Kepler-525 b,1.0,1.0,18.68404933,5.589e-05,-5.589e-05,2455003.83222,0.00236,-0.00236,,,,,,,0
272279981,Kepler-1739,Kepler-1739 b,1.0,1.0,7.34370995,,,2454970.30053,0.0012,-0.0012,,,,,,,0
272282253,Kepler-1037,Kepler-1037 b,1.0,1.0,1.06378867,1.26e-06,-1.26e-06,2454964.524735,0.00099,-0.00099,,,,,,,0
27231753,Kepler-595,Kepler-595 c,2.0,1.0,12.38602,5e-06,-5e-06,2454965.8175,0.0105,-0.0105,,,,,,,0
27233725,Kepler-1956,Kepler-1956 b,1.0,1.0,5.94371986,,,2454968.25897,0.00432,-0.00432,,,,,,,0
27235573,Kepler-851,Kepler-851 b,1.0,1.0,8.50699658,3.708e-05,-3.708e-05,2454967.6430599997,0.00337,-0.00337,,,,,,,0
272366748,Kepler-731,Kepler-731 b,1.0,1.0,3.85560355,2.9e-07,-2.9e-07,2455003.678886,6.1e-05,-6.1e-05,,,,,,,0
272369124,Kepler-34,Kepler-34 b,1.0,2.0,288.822,0.063,-0.081,2454969.2,,,,,,,,,0
272375343,Kepler-136,Kepler-136 b,2.0,2.0,11.5789,2.9999999999999997e-05,-2.9999999999999997e-05,2455008.58649,0.00139,-0.00139,,,,,,,0
272376022,Kepler-1462,Kepler-1462 b,1.0,1.0,65.6488341,0.0006621,-0.0006621,2455007.7941900003,0.007790000000000001,-0.007790000000000001,,,,,,,0
27239111,Kepler-1398,Kepler-1398 b,2.0,1.0,2.78815679,2.021e-05,-2.021e-05,2454964.85216,0.00602,-0.00602,,,,,,,0
27239696,Kepler-464,Kepler-464 b,1.0,1.0,7.25696522,5.77e-06,-5.77e-06,2454967.023293,0.000655,-0.000655,,,,,,,0
27239856,Kepler-1472,Kepler-1472 b,1.0,1.0,38.1312831,0.0005755,-0.0005755,2454992.3666,0.0208,-0.0208,,,,,,,0
27240404,Kepler-1222,Kepler-1222 b,1.0,1.0,1.91694425,6.11e-06,-6.11e-06,2454965.46704,0.00248,-0.00248,,,,,,,0
27240575,Kepler-1969,Kepler-1969 b,1.0,1.0,6.64752007,,,2454970.1337099997,0.00517,-0.00517,,,,,,,0
272484980,Kepler-246,Kepler-246 b,2.0,1.0,4.60182,8e-06,-8e-06,2455002.97887,0.0009599999999999999,-0.0009599999999999999,,,,,,,0
272488625,Kepler-559,Kepler-559 b,1.0,1.0,17.58752333,2.056e-05,-2.056e-05,2455009.077356,0.0008880000000000001,-0.0008880000000000001,,,,,,,0
272489533,Kepler-251,Kepler-251 b,4.0,1.0,4.790936,3.7e-05,-3.7e-05,2454969.31148,0.00458,-0.00458,,,,,,,0
272489594,Kepler-1200,Kepler-1200 b,1.0,1.0,1.11854972,3.12e-06,-3.12e-06,2454965.84717,0.0022199999999999998,-0.0022199999999999998,,,,,,,0
272490211,Kepler-1847,Kepler-1847 b,1.0,1.0,11.12969971,,,2454971.57393,0.0051600000000000005,-0.0051600000000000005,,,,,,,0
272491028,Kepler-1591,Kepler-1591 b,1.0,1.0,8.18504949,7.831e-05,-7.831e-05,2454967.55375,0.00969,-0.00969,,,,,,,0
272491981,Kepler-1008,Kepler-1008 b,1.0,2.0,12.43931193,2.837e-05,-2.837e-05,2454969.37781,0.00187,-0.00187,,,,,,,0
272496083,Kepler-193,Kepler-193 b,2.0,1.0,11.38848,5.4000000000000005e-05,-5.4000000000000005e-05,2455007.55117,0.00257,-0.00257,,,,,,,0
272596372,Kepler-1819,Kepler-1819 b,1.0,1.0,16.48690033,,,2454972.20338,0.0016899999999999999,-0.0016899999999999999,,,,,,,0
272596598,Kepler-1228,Kepler-1228 b,1.0,1.0,0.57736958,4.1e-07,-4.1e-07,2454965.425551,0.000545,-0.000545,,,,,,,0
