istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,ID,qcs,mission,tstamp,dur_detrend,lc_n
39935,39939,1295191,1295198,998.9657651395901,998.9705328108321,5.178301298347567,0.21011412879348257,0.01727229486116766,0.004767671242007054,41765.0,Kepler-755,10,Kepler,21_02_2021_19_49_34,28.58095000000003,2
12176,12181,1311366,1311374,1009.9825156357401,1009.9879644494722,2.5902336850739838,0.13908386071533677,0.012486780223568195,0.005448813732073177,42777.0,Kepler-755,11,Kepler,21_02_2021_19_50_22,28.911824000000024,0
,,,,,,,,,,41297,Kepler-755,11,Kepler,21_02_2021_19_50_48,28.120587000000114,1
8304,8307,1403172,1403175,1072.5105487395776,1072.5125921406288,0.9420881022668982,0.0951068949178889,0.007290148588506851,0.0020434010511962697,43820.0,Kepler-755,11,Kepler,21_02_2021_19_51_14,26.028855999999905,2
20741,20744,1416425,1416428,1081.5370084594106,1081.5390516659245,1.25876893668817,0.08836517141125144,0.009215090215950905,0.0020432065139175393,43820.0,Kepler-755,11,Kepler,21_02_2021_19_51_14,26.028855999999905,2
,,,,,,,,,,50424,Kepler-757,9,Kepler,21_02_2021_19_55_14,25.24870800000008,0
,,,,,,,,,,39419,Kepler-757,9,Kepler,21_02_2021_19_55_36,27.18505600000003,1
8589,8592,1121970,1121973,880.9797227431554,880.9817662366404,3.8507779211176554,0.12287192421312874,0.0304308925364023,0.0020434934849618003,43085.0,Kepler-757,9,Kepler,21_02_2021_19_56_00,24.617113000000018,2
,,,,,,,,,,41632,Kepler-757,10,Kepler,21_02_2021_19_56_47,18.31257400000004,0
,,,,,,,,,,42507,Kepler-757,10,Kepler,21_02_2021_19_57_00,24.201954000000114,1
5343,5349,1258379,1258386,973.8927887211175,973.8975564819993,6.931782373432864,0.20635035313539907,0.025479752554870227,0.004767760881804861,41689.0,Kepler-757,10,Kepler,21_02_2021_19_57_21,23.958006999999952,2
,,,,,,,,,,42793,Kepler-757,11,Kepler,21_02_2021_19_58_03,28.950521999999864,0
,,,,,,,,,,41150,Kepler-757,11,Kepler,21_02_2021_19_58_29,18.23453699999982,1
8472,8475,1403172,1403175,1072.5105534686372,1072.5125968706852,0.9357500648548428,0.14306707122392992,0.006400911300153966,0.002043402048002463,43897.0,Kepler-757,11,Kepler,21_02_2021_19_58_42,23.979197000000113,2
21086,21089,1464282,1464285,1114.132103283031,1114.1341466378653,1.373068132533779,0.09088992168720067,0.01190401949875719,0.0020433548343135044,33328.0,Kepler-758,12,Kepler,21_02_2021_19_59_33,18.26836400000002,0
,,,,,,,,,,39274,Kepler-758,12,Kepler,21_02_2021_19_59_45,18.894665000000032,1
,,,,,,,,,,31881,Kepler-758,12,Kepler,21_02_2021_19_59_54,11.679754999999886,2
,,,,,,,,,,46139,Kepler-758,13,Kepler,21_02_2021_20_00_36,27.393237999999883,0
,,,,,,,,,,41225,Kepler-758,13,Kepler,21_02_2021_20_00_51,23.191106000000218,1
,,,,,,,,,,38412,Kepler-758,13,Kepler,21_02_2021_20_01_05,18.708658000000014,2
,,,,,,,,,,51688,Kepler-758,16,Kepler,21_02_2021_20_04_44,30.629691999999977,1
,,,,,,,,,,45398,Kepler-758,16,Kepler,21_02_2021_20_05_04,20.701250999999957,2
,,,,,,,,,,31890,Kepler-758,17,Kepler,21_02_2021_20_05_38,16.848469999999907,0
,,,,,,,,,,6151,Kepler-758,17,Kepler,21_02_2021_20_05_46,1.03349500000013,1
,,,,,,,,,,40489,Kepler-762,13,Kepler,21_02_2021_20_06_17,5.579302000000098,1
,,,,,,,,,,37482,Kepler-762,13,Kepler,21_02_2021_20_06_25,6.385001000000102,2
,,,,,,,,,,33408,Kepler-762,14,Kepler,21_02_2021_20_06_59,4.678477999999814,0
,,,,,,,,,,42290,Kepler-762,14,Kepler,21_02_2021_20_07_06,7.6217930000002525,1
,,,,,,,,,,47828,Kepler-762,14,Kepler,21_02_2021_20_07_17,8.37752300000011,2
,,,,,,,,,,43001,Kepler-762,15,Kepler,21_02_2021_20_07_52,5.850738000000092,0
10495,10513,1911139,1911157,1418.498057693112,1418.5103175259355,9.14984955197724,0.6069880297550619,0.011519726957998522,0.012259832823474426,34272.0,Kepler-762,15,Kepler,21_02_2021_20_08_02,5.676542000000154,1
,,,,,,,,,,48987,Kepler-762,15,Kepler,21_02_2021_20_08_10,7.946713000000273,2
,,,,,,,,,,7151,Kepler-762,16,Kepler,21_02_2021_20_11_22,1.0591139999996813,0
,,,,,,,,,,50659,Kepler-762,16,Kepler,21_02_2021_20_11_24,9.147593000000143,1
,,,,,,,,,,44590,Kepler-762,16,Kepler,21_02_2021_20_11_37,6.753938000000289,2
,,,,,,,,,,31209,Kepler-762,17,Kepler,21_02_2021_20_12_07,4.093732000000273,0
,,,,,,,,,,5917,Kepler-762,17,Kepler,21_02_2021_20_12_13,0.8076169999999365,1
12625,12629,1311367,1311371,1009.9829498266408,1009.9856741137191,2.6360473836081404,0.3485302497193932,0.014872864627735849,0.0027242870783084072,44961.0,Kepler-767,11,Kepler,21_02_2021_20_12_29,27.7298380000002,0
,,,,,,,,,,41837,Kepler-77,3,Kepler,21_02_2021_20_13_19,8.840148999999656,0
12543,12550,269510,269517,300.3516999796484,300.3564676783062,4.7449526909411714,0.12768842069168923,0.017132438074995537,0.004767698657815345,42362.0,Kepler-77,3,Kepler,21_02_2021_20_13_31,8.239068999999745,1
352,355,304087,304090,323.9018000060314,323.90384332369285,0.4086560697975696,0.04300928316545601,0.0029184932402774866,0.0020433176614460535,36570.0,Kepler-77,3,Kepler,21_02_2021_20_13_43,8.105704999999944,2
32879,32883,337785,337789,346.85334163642256,346.8560659502764,3.097085898463328,0.11141261667177281,0.016457868300761014,0.0027243138538324274,36570.0,Kepler-77,3,Kepler,21_02_2021_20_13_43,8.105704999999944,2
,,,,,,,,,,43970,Kepler-77,4,Kepler,21_02_2021_20_14_19,8.294037000000117,0
,,,,,,,,,,35120,Kepler-77,4,Kepler,21_02_2021_20_14_32,5.870077999999921,1
,,,,,,,,,,40890,Kepler-77,4,Kepler,21_02_2021_20_14_40,6.289177999999993,2
,,,,,,,,,,44541,Kepler-77,5,Kepler,21_02_2021_20_15_12,8.286592999999812,0
24267,24272,553045,553050,493.47318033126066,493.4765859680483,1.8083692618781864,0.09992706053979215,0.009069774348359205,0.0034056367876473814,38993.0,Kepler-77,5,Kepler,21_02_2021_20_15_24,7.705450000000383,1
,,,,,,,,,,47553,Kepler-77,5,Kepler,21_02_2021_20_15_35,7.49669700000004,2
,,,,,,,,,,38375,Kepler-77,6,Kepler,21_02_2021_20_16_10,5.316250999999738,0
,,,,,,,,,,43831,Kepler-77,6,Kepler,21_02_2021_20_16_18,6.973053000000164,1
13710,13713,722571,722574,608.9426353242889,608.9446785886612,0.9481417967260126,0.10382623264140309,0.007195909696759761,0.0020432643723324873,42376.0,Kepler-77,6,Kepler,21_02_2021_20_16_29,7.801413000000139,2
,,,,,,,,,,41265,Kepler-77,7,Kepler,21_02_2021_20_16_55,6.0341050000001815,0
36847,36851,1150541,1150547,900.4413390098853,900.4454257623875,2.2076837617623264,0.15982134792942568,0.010378723157972614,0.0040867525021894835,44524.0,Kepler-772,9,Kepler,21_02_2021_20_19_58,29.55969200000027,0
,,,,,,,,,,52153,Kepler-773,9,Kepler,21_02_2021_20_20_38,18.353837000000112,0
,,,,,,,,,,40545,Kepler-774,9,Kepler,21_02_2021_20_21_08,21.154711000000134,0
,,,,,,,,,,31824,Kepler-774,17,Kepler,21_02_2021_20_21_42,18.604241999999886,0
,,,,,,,,,,6151,Kepler-774,17,Kepler,21_02_2021_20_21_52,1.0865779999999177,1
,,,,,,,,,,49581,Kepler-775,9,Kepler,21_02_2021_20_22_16,18.547369999999773,0
,,,,,,,,,,52410,Kepler-776,9,Kepler,21_02_2021_20_22_58,33.80567699999983,0
,,,,,,,,,,41049,Kepler-776,9,Kepler,21_02_2021_20_23_30,25.622191999999814,1
37018,37021,1150541,1150547,900.4412527819877,900.4453395063174,3.7648278721930684,0.3788607783968623,0.012349787724445838,0.004086724329681601,44950.0,Kepler-776,9,Kepler,21_02_2021_20_23_53,30.157066000000214,2
,,,,,,,,,,43208,Kepler-776,10,Kepler,21_02_2021_20_24_44,16.535890999999992,0
,,,,,,,,,,44345,Kepler-776,10,Kepler,21_02_2021_20_24_56,16.38962700000002,1
5477,5480,1258383,1258387,973.8951094145523,973.8978338658853,2.5286754592173932,0.27684758919318725,0.01140741998697159,0.0027244513330515474,43289.0,Kepler-776,10,Kepler,21_02_2021_20_25_07,27.0220989999998,2
5150,5153,1303635,1303638,1004.7163050328527,1004.718348159513,7.467206706595389,0.13415946576629753,0.09972073893340205,0.0020431266602827236,44527.0,Kepler-776,11,Kepler,21_02_2021_20_25_56,27.466844000000037,0
,,,,,,,,,,42887,Kepler-776,11,Kepler,21_02_2021_20_26_21,29.304309999999987,1
33353,33358,1150541,1150547,900.4412440941451,900.4453307875083,3.4531618003621904,0.07689805955318563,0.021761117526459373,0.004086693363205995,40505.0,Kepler-780,9,Kepler,21_02_2021_20_27_08,27.96030800000017,0
,,,,,,,,,,44291,Kepler-782,10,Kepler,21_02_2021_20_27_48,17.046692999999777,0
,,,,,,,,,,51853,Kepler-783,9,Kepler,21_02_2021_20_28_23,7.604273999999805,0
37573,37577,1150541,1150547,900.4404228629792,900.4445096015115,1.4348444288915279,0.07345956961843474,0.007807047589545757,0.004086738532350864,44769.0,Kepler-784,9,Kepler,21_02_2021_20_28_57,29.47246300000006,0
2645,2648,2120550,2120553,1561.1299538374587,1561.131997286473,0.7201339747363142,0.05816476030625947,0.006699596860268109,0.0020434490143088624,31754.0,Kepler-784,17,Kepler,21_02_2021_20_29_44,13.897366000000147,0
,,,,,,,,,,6151,Kepler-784,17,Kepler,21_02_2021_20_29_54,1.1049989999996797,1
,,,,,,,,,,44844,Kepler-786,11,Kepler,21_02_2021_20_30_27,16.68650800000023,0
,,,,,,,,,,43202,Kepler-786,11,Kepler,21_02_2021_20_30_39,24.67530799999986,1
,,,,,,,,,,46311,Kepler-786,11,Kepler,21_02_2021_20_31_02,23.15510099999983,2
,,,,,,,,,,33696,Kepler-786,12,Kepler,21_02_2021_20_31_49,14.430132999999842,0
,,,,,,,,,,39984,Kepler-786,12,Kepler,21_02_2021_20_32_01,16.065913999999793,1
,,,,,,,,,,32946,Kepler-786,12,Kepler,21_02_2021_20_32_12,12.67658500000016,2
,,,,,,,,,,46806,Kepler-786,13,Kepler,21_02_2021_20_32_57,27.27459399999998,0
,,,,,,,,,,41947,Kepler-786,13,Kepler,21_02_2021_20_33_22,26.79648999999972,1
,,,,,,,,,,38781,Kepler-786,13,Kepler,21_02_2021_20_33_45,16.624303000000054,2
,,,,,,,,,,44534,Kepler-786,15,Kepler,21_02_2021_20_37_09,27.119009000000005,0
,,,,,,,,,,35315,Kepler-786,15,Kepler,21_02_2021_20_37_33,17.91233199999988,1
,,,,,,,,,,51070,Kepler-786,15,Kepler,21_02_2021_20_37_43,27.93089699999973,2
,,,,,,,,,,7622,Kepler-786,16,Kepler,21_02_2021_20_38_34,1.0076819999999316,0
42598,42601,2057276,2057279,1518.031674242411,1518.0337174517263,5.1283170025959235,0.16883040885325473,0.041368986579431555,0.0020432093151612207,52753.0,Kepler-786,16,Kepler,21_02_2021_20_38_36,34.039630000000216,1
,,,,,,,,,,46120,Kepler-786,16,Kepler,21_02_2021_20_39_08,28.799175000000105,2
,,,,,,,,,,50106,Kepler-787,9,Kepler,21_02_2021_20_39_58,17.73832900000025,0
,,,,,,,,,,39285,Kepler-787,9,Kepler,21_02_2021_20_40_11,15.541862999999921,1
35436,35440,1150541,1150547,900.4412980745328,900.4453848272678,7.589006783410714,0.4457692986696337,0.052273931197324375,0.004086752735020127,43003.0,Kepler-787,9,Kepler,21_02_2021_20_40_22,29.186375000000226,2
,,,,,,,,,,41368,Kepler-787,10,Kepler,21_02_2021_20_41_22,22.301310999999714,0
,,,,,,,,,,42416,Kepler-787,10,Kepler,21_02_2021_20_41_42,18.744414000000234,1
5267,5272,1258379,1258466,973.8928218044894,973.9520782487161,366.18814936149175,7.552765701519112,0.12326325985731112,0.059256444226775784,41452.0,Kepler-787,10,Kepler,21_02_2021_20_41_55,28.442029000000275,2
,,,,,,,,,,42590,Kepler-787,11,Kepler,21_02_2021_20_43_10,28.94975599999998,0
,,,,,,,,,,40955,Kepler-787,11,Kepler,21_02_2021_20_43_36,15.560762000000068,1
,,,,,,,,,,43663,Kepler-787,11,Kepler,21_02_2021_20_43_46,21.12764500000003,2
,,,,,,,,,,42474,Kepler-79,3,Kepler,21_02_2021_20_44_50,17.77960800000028,0
12773,12777,269511,269515,300.3531496909709,300.35587417153147,1.144374181909158,0.11921490868461998,0.006658554618124368,0.0027244805605732836,43359.0,Kepler-79,3,Kepler,21_02_2021_20_45_01,34.309968000000026,1
33516,33521,337785,337790,346.85379942014697,346.85720487486105,2.0352273065048236,0.13189149165307193,0.010785685143674284,0.003405454714084044,37386.0,Kepler-79,3,Kepler,21_02_2021_20_45_23,23.147602000000006,2
,,,,,,,,,,44680,Kepler-79,4,Kepler,21_02_2021_20_46_14,31.534164000000146,0
,,,,,,,,,,35927,Kepler-79,4,Kepler,21_02_2021_20_46_37,14.988264999999956,1
,,,,,,,,,,41707,Kepler-79,4,Kepler,21_02_2021_20_46_50,20.41255000000001,2
,,,,,,,,,,45228,Kepler-79,5,Kepler,21_02_2021_20_50_21,22.036197999999786,0
24860,24864,553045,553049,493.47241222232697,493.47513674241054,1.4708679367303017,0.11330641904066456,0.009705473606767212,0.002724520083575044,39814.0,Kepler-79,5,Kepler,21_02_2021_20_50_33,29.28007499999967,1
,,,,,,,,,,48539,Kepler-79,5,Kepler,21_02_2021_20_50_54,33.547671000000264,2
,,,,,,,,,,39023,Kepler-79,6,Kepler,21_02_2021_20_51_57,20.331570999999713,0
,,,,,,,,,,44326,Kepler-79,6,Kepler,21_02_2021_20_52_07,20.993774999999914,1
,,,,,,,,,,43391,Kepler-79,6,Kepler,21_02_2021_20_52_19,25.005441000000246,2
,,,,,,,,,,43415,Kepler-79,7,Kepler,21_02_2021_20_53_13,20.658756000000267,0
,,,,,,,,,,41772,Kepler-79,7,Kepler,21_02_2021_20_53_24,21.916627999999946,1
,,,,,,,,,,40152,Kepler-79,7,Kepler,21_02_2021_20_53_36,20.186613999999736,2
,,,,,,,,,,25582,Kepler-79,8,Kepler,21_02_2021_20_54_28,16.72361499999988,0
,,,,,,,,,,38027,Kepler-79,8,Kepler,21_02_2021_20_54_36,16.95788099999936,1
,,,,,,,,,,28784,Kepler-79,8,Kepler,21_02_2021_20_54_50,14.76063400000021,2
,,,,,,,,,,52356,Kepler-79,9,Kepler,21_02_2021_20_55_37,31.52014599999984,0
,,,,,,,,,,41091,Kepler-79,9,Kepler,21_02_2021_20_55_54,19.35102999999981,1
8768,8771,1121970,1121973,880.9792995104799,880.9813430010545,2.7186170129775724,0.08495657298940948,0.02137104024081915,0.0020434905745787546,44688.0,Kepler-79,9,Kepler,21_02_2021_20_56_05,32.524921999999606,2
36955,36958,1150541,1150546,900.4404165938977,900.4438224323094,2.672512897417737,0.1499908961782952,0.01254403355046052,0.003405838411708828,44688.0,Kepler-79,9,Kepler,21_02_2021_20_56_05,32.524921999999606,2
,,,,,,,,,,43358,Kepler-79,10,Kepler,21_02_2021_20_57_09,21.252119000000675,0
,,,,,,,,,,44387,Kepler-79,10,Kepler,21_02_2021_20_57_20,26.177053000000342,1
5278,5282,1258379,1258386,973.8926507903816,973.8974185824627,3.226575977668616,0.22849250726971054,0.008894064732732243,0.004767792081111111,43133.0,Kepler-79,10,Kepler,21_02_2021_20_57_32,26.522688999999446,2
11505,11508,1264664,1264667,978.1734769318355,978.17552032206,1.2183864391289783,0.09322571282737502,0.008651854367681233,0.00204339022457134,43133.0,Kepler-79,10,Kepler,21_02_2021_20_57_32,26.522688999999446,2
,,,,,,,,,,44569,Kepler-79,11,Kepler,21_02_2021_20_58_36,30.463846999999987,0
,,,,,,,,,,42957,Kepler-79,11,Kepler,21_02_2021_20_58_59,30.233940000000075,1
,,,,,,,,,,45383,Kepler-79,11,Kepler,21_02_2021_20_59_16,27.217811000000438,2
,,,,,,,,,,33417,Kepler-79,12,Kepler,21_02_2021_21_00_12,18.701375999999982,0
,,,,,,,,,,39365,Kepler-79,12,Kepler,21_02_2021_21_00_22,26.50174799999968,1
,,,,,,,,,,32651,Kepler-79,12,Kepler,21_02_2021_21_00_41,18.926860999999917,2
,,,,,,,,,,46188,Kepler-79,13,Kepler,21_02_2021_21_03_35,26.034453000000212,0
,,,,,,,,,,41700,Kepler-79,13,Kepler,21_02_2021_21_03_52,24.96966699999939,1
,,,,,,,,,,38503,Kepler-79,13,Kepler,21_02_2021_21_04_08,21.12829199999942,2
,,,,,,,,,,34500,Kepler-79,14,Kepler,21_02_2021_21_04_48,19.369480000000294,0
,,,,,,,,,,43528,Kepler-79,14,Kepler,21_02_2021_21_05_00,21.248235000000022,1
488,496,1792219,1792227,1337.5017093223141,1337.5071582481614,4.833686151017444,0.15866311492859692,0.014608370840696994,0.005448925847304054,49339.0,Kepler-79,14,Kepler,21_02_2021_21_05_12,32.512730000000374,2
,,,,,,,,,,43961,Kepler-79,15,Kepler,21_02_2021_21_06_07,22.700316000000385,0
,,,,,,,,,,35361,Kepler-79,15,Kepler,21_02_2021_21_06_20,17.778485999999248,1
,,,,,,,,,,50452,Kepler-79,15,Kepler,21_02_2021_21_06_28,32.03193900000042,2
,,,,,,,,,,7622,Kepler-79,16,Kepler,21_02_2021_21_07_08,2.3321210000003703,0
42067,42070,2057276,2057279,1518.031956288447,1518.0339994741298,5.108969483727094,0.10112871082976686,0.043530938750734105,0.00204318568285089,52222.0,Kepler-79,16,Kepler,21_02_2021_21_07_11,39.75590099999954,1
,,,,,,,,,,45843,Kepler-79,16,Kepler,21_02_2021_21_07_39,21.17647399999987,2
,,,,,,,,,,31982,Kepler-79,17,Kepler,21_02_2021_21_08_06,14.042663000000175,0
,,,,,,,,,,6151,Kepler-79,17,Kepler,21_02_2021_21_08_17,1.1288469999999506,1
,,,,,,,,,,40944,Kepler-794,9,Kepler,21_02_2021_21_08_34,19.93758500000058,0
,,,,,,,,,,52673,Kepler-795,9,Kepler,21_02_2021_21_09_06,18.146404000000075,0
36959,36963,1150541,1150547,900.4414648606689,900.4455515924492,2.7893333213126827,0.07549513092723649,0.016471052565655953,0.004086731780262198,44849.0,Kepler-796,9,Kepler,21_02_2021_21_09_39,11.585190999999213,0
,,,,,,,,,,32141,Kepler-796,17,Kepler,21_02_2021_21_10_16,7.729294000000664,0
,,,,,,,,,,6012,Kepler-796,17,Kepler,21_02_2021_21_10_27,1.8562220000003435,1
,,,,,,,,,,34037,Kepler-799,12,Kepler,21_02_2021_21_10_53,13.681393000000753,0
,,,,,,,,,,39274,Kepler-799,12,Kepler,21_02_2021_21_11_02,14.919042000000445,1
,,,,,,,,,,32946,Kepler-799,12,Kepler,21_02_2021_21_11_11,12.960512999999992,2
15469,15473,93573,93577,180.51977738944697,180.52250181668933,0.7260595164856524,0.09005558055506954,0.0037960518589836845,0.002724427242355887,40071.0,Kepler-8,2,Kepler,21_02_2021_21_11_56,10.538402999999562,0
,,,,,,,,,,41741,Kepler-8,2,Kepler,21_02_2021_21_12_11,7.797171000000162,1
172,175,168422,168425,231.50056895255693,231.5026123052885,0.968140047542745,0.09638641630623768,0.006919066167164534,0.002043352731561754,36835.0,Kepler-8,2,Kepler,21_02_2021_21_12_23,7.719500999999582,2
,,,,,,,,,,41336,Kepler-8,3,Kepler,21_02_2021_21_13_07,5.8857749999997395,0
12691,12696,269511,269516,300.3517441336444,300.35514969004726,2.425269649975445,0.10791819363125818,0.011931999686365158,0.00340555640286766,42427.0,Kepler-8,3,Kepler,21_02_2021_21_13_15,7.434973000000355,1
,,,,,,,,,,36639,Kepler-8,3,Kepler,21_02_2021_21_13_26,6.5259100000002945,2
,,,,,,,,,,43662,Kepler-8,4,Kepler,21_02_2021_21_14_02,7.515710000000581,0
,,,,,,,,,,35184,Kepler-8,4,Kepler,21_02_2021_21_14_13,5.014012999999977,1
,,,,,,,,,,40580,Kepler-8,4,Kepler,21_02_2021_21_14_21,5.9033620000000155,2
,,,,,,,,,,44413,Kepler-8,5,Kepler,21_02_2021_21_14_55,7.339119999999639,0
11973,11977,540395,540399,484.85732740457024,484.860051913769,1.330881106911343,0.10712469388602008,0.006605112859422668,0.002724509198742453,38872.0,Kepler-8,5,Kepler,21_02_2021_21_15_06,9.4585390000002,1
24193,24198,553045,553050,493.4738341831544,493.4772398129571,2.797567554203963,0.11810021832955764,0.014123289849738763,0.003405629802728072,38872.0,Kepler-8,5,Kepler,21_02_2021_21_15_06,9.4585390000002,1
,,,,,,,,,,47192,Kepler-8,5,Kepler,21_02_2021_21_15_19,8.453144000000066,2
,,,,,,,,,,38080,Kepler-8,6,Kepler,21_02_2021_21_15_58,10.527208999999857,0
,,,,,,,,,,43499,Kepler-8,6,Kepler,21_02_2021_21_16_13,7.833934000000227,1
13681,13686,722570,722575,608.9416644303492,608.9450699393128,2.975199332936436,0.09766837042774128,0.013597782810153891,0.0034055089636240155,42302.0,Kepler-8,6,Kepler,21_02_2021_21_16_25,11.544093999999859,2
,,,,,,,,,,42279,Kepler-8,7,Kepler,21_02_2021_21_16_56,6.741121000000021,0
,,,,,,,,,,51344,Kepler-8,9,Kepler,21_02_2021_21_17_35,8.007357000000411,0
36558,36561,1108296,1108299,871.6666277372715,871.6686712113151,0.6998295367148497,0.08573726602331215,0.00560667885089372,0.002043474043603055,40148.0,Kepler-8,9,Kepler,21_02_2021_21_17_47,7.547314999999799,1
16852,16855,1130552,1130555,886.8261446016695,886.828187963365,1.1467143107161233,0.09498671436200692,0.011529947295815024,0.0020433616955415346,43856.0,Kepler-8,9,Kepler,21_02_2021_21_17_58,10.910119999999552,2
36006,36012,1150541,1150547,900.4414225625587,900.4455092584831,7.645584741666187,0.10147595013346522,0.04727919761647259,0.004086695924343076,43856.0,Kepler-8,9,Kepler,21_02_2021_21_17_58,10.910119999999552,2
953,956,1160883,1160886,907.4856932629482,907.4877367027657,0.850712303028773,0.10380281003694586,0.0057538552428906264,0.002043439817498438,42417.0,Kepler-8,10,Kepler,21_02_2021_21_18_37,8.254334000000199,0
,,,,,,,,,,43291,Kepler-8,10,Kepler,21_02_2021_21_18_49,12.721899000000121,1
5347,5353,1258379,1258387,973.8920728313824,973.8975217072802,11.765321513122052,0.18241320501328567,0.0401042480318623,0.005448875897855032,42456.0,Kepler-8,10,Kepler,21_02_2021_21_19_07,9.237207999999555,2
11379,11384,1264663,1264668,978.1721290181449,978.1755346322316,0.9566237600757986,0.09478313109866812,0.0063503651065124345,0.003405614086659625,42456.0,Kepler-8,10,Kepler,21_02_2021_21_19_07,9.237207999999555,2
,,,,,,,,,,43431,Kepler-8,11,Kepler,21_02_2021_21_19_45,9.277327000000696,0
,,,,,,,,,,41821,Kepler-8,11,Kepler,21_02_2021_21_19_59,5.816418999999769,1
,,,,,,,,,,44570,Kepler-8,11,Kepler,21_02_2021_21_20_07,6.632231999999931,2
,,,,,,,,,,32866,Kepler-8,12,Kepler,21_02_2021_21_20_46,5.371677000000091,0
,,,,,,,,,,38423,Kepler-8,12,Kepler,21_02_2021_21_20_54,5.747429000000011,1
,,,,,,,,,,31594,Kepler-8,12,Kepler,21_02_2021_21_21_02,4.7730619999993,2
,,,,,,,,,,45049,Kepler-8,13,Kepler,21_02_2021_21_21_39,8.630387000000155,0
,,,,,,,,,,40533,Kepler-8,13,Kepler,21_02_2021_21_21_51,7.8225069999998595,1
,,,,,,,,,,37560,Kepler-8,13,Kepler,21_02_2021_21_22_03,8.517413999999917,2
,,,,,,,,,,43461,Kepler-80,7,Kepler,21_02_2021_21_22_45,26.55185799999981,0
,,,,,,,,,,42127,Kepler-80,7,Kepler,21_02_2021_21_23_01,24.713369000000057,1
,,,,,,,,,,40185,Kepler-80,7,Kepler,21_02_2021_21_23_16,23.34947699999975,2
,,,,,,,,,,25598,Kepler-80,8,Kepler,21_02_2021_21_23_58,9.004723000000013,0
,,,,,,,,,,38205,Kepler-80,8,Kepler,21_02_2021_21_24_04,13.36514299999999,1
,,,,,,,,,,28948,Kepler-80,8,Kepler,21_02_2021_21_24_16,17.738916000000245,2
,,,,,,,,,,52549,Kepler-80,9,Kepler,21_02_2021_21_24_52,31.69906699999956,0
,,,,,,,,,,41123,Kepler-80,9,Kepler,21_02_2021_21_25_08,22.390425000000505,1
37071,37075,1150541,1150547,900.4409770611455,900.4450638271519,5.459119668505231,0.2349069042085619,0.03165968136108477,0.004086766006366815,44967.0,Kepler-80,9,Kepler,21_02_2021_21_25_18,36.61204099999941,2
,,,,,,,,,,44451,Kepler-80,11,Kepler,21_02_2021_21_26_09,36.46961399999964,0
,,,,,,,,,,42956,Kepler-80,11,Kepler,21_02_2021_21_26_29,27.08337599999959,1
,,,,,,,,,,45724,Kepler-80,11,Kepler,21_02_2021_21_26_46,21.123091000000386,2
,,,,,,,,,,33598,Kepler-80,12,Kepler,21_02_2021_21_27_42,17.175999000000047,0
,,,,,,,,,,39411,Kepler-80,12,Kepler,21_02_2021_21_27_53,21.810043999999834,1
,,,,,,,,,,32505,Kepler-80,12,Kepler,21_02_2021_21_28_04,10.364461999999548,2
,,,,,,,,,,46085,Kepler-80,13,Kepler,21_02_2021_21_28_36,26.651738999999907,0
,,,,,,,,,,41718,Kepler-80,13,Kepler,21_02_2021_21_28_52,19.883160000000316,1
,,,,,,,,,,38536,Kepler-80,13,Kepler,21_02_2021_21_29_07,20.672711000000163,2
,,,,,,,,,,44141,Kepler-80,15,Kepler,21_02_2021_21_29_58,29.31883299999936,0
,,,,,,,,,,35215,Kepler-80,15,Kepler,21_02_2021_21_30_11,11.014447000000473,1
,,,,,,,,,,50335,Kepler-80,15,Kepler,21_02_2021_21_30_21,32.02067999999963,2
,,,,,,,,,,7475,Kepler-80,16,Kepler,21_02_2021_21_31_00,1.1386069999998654,0
42011,42014,2057276,2057279,1518.031692171302,1518.0337353733994,2.1536105437794246,0.14424372834873642,0.017106228085578046,0.0020432020974112675,52019.0,Kepler-80,16,Kepler,21_02_2021_21_31_02,25.971817999999985,1
,,,,,,,,,,45893,Kepler-80,16,Kepler,21_02_2021_21_31_18,25.263600000000224,2
,,,,,,,,,,32159,Kepler-80,17,Kepler,21_02_2021_21_31_48,19.30914500000017,0
,,,,,,,,,,6005,Kepler-80,17,Kepler,21_02_2021_21_32_01,1.2087280000005194,1
,,,,,,,,,,52893,Kepler-803,9,Kepler,21_02_2021_21_32_19,23.060919999999896,0
,,,,,,,,,,41136,Kepler-804,9,Kepler,21_02_2021_21_32_51,26.826966999999968,0
,,,,,,,,,,7328,Kepler-804,16,Kepler,21_02_2021_21_33_35,1.5312839999996868,0
,,,,,,,,,,51874,Kepler-804,16,Kepler,21_02_2021_21_33_37,34.24405399999978,1
,,,,,,,,,,45877,Kepler-804,16,Kepler,21_02_2021_21_34_03,25.428367000000435,2
26879,26882,2145426,2145429,1578.074115999545,1578.0761595737058,0.5553576449014725,0.06985949638591525,0.004758251147167547,0.0020435741607798263,32029.0,Kepler-804,17,Kepler,21_02_2021_21_34_37,18.08282699999927,0
,,,,,,,,,,5859,Kepler-804,17,Kepler,21_02_2021_21_34_52,0.6581900000001042,1
,,,,,,,,,,52253,Kepler-805,9,Kepler,21_02_2021_21_35_21,24.540711999999985,0
,,,,,,,,,,41194,Kepler-805,9,Kepler,21_02_2021_21_35_41,27.813483999999335,1
