"istart","istop","cstart","cstop","tstart","tstop","ed_rec","ed_rec_err","ampl_rec","dur","phase","total_n_valid_data_points","ID","TIC","qcs","mission","tstamp","lc_n","w","mask_pos_outliers_sigma","real","note"
,,,,,,,,,,-1,44875,Kepler-1298,267667467,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,35656,Kepler-1298,267667467,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,51069,Kepler-1298,267667467,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-1298,267667467,17,Kepler,2022_07_31,4,123.0,2.5,-1
6134,6147,2164403,2164416,1591.0007650022817,1591.0096197840612,1.6230010741255811,0.08867875070061046,0.002651345867194399,0.008854781779518817,0.9973880743550527,6151,Kepler-1298,267667467,17,Kepler,2022_07_31,4,123.0,2.5
,,,,,,,,,,-1,19611,Kepler-1298,267667467,40,TESS,2022_07_31,5,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1298,267667467,41,TESS,2022_07_31,6,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-441,267667567,40,TESS,2022_07_31,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-441,267667567,41,TESS,2022_07_31,2,61.0,2.5,-1
,,,,,,,,,,-1,7621,Kepler-386,267669725,16,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,52751,Kepler-386,267669725,16,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,46461,Kepler-386,267669725,16,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-325,267671250,12,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,39983,Kepler-325,267671250,12,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-325,267671250,12,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,46806,Kepler-325,267671250,13,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-325,267671250,13,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-325,267671250,13,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,34812,Kepler-325,267671250,14,Kepler,2022_07_31,3,125.0,2.5,-1
,,,,,,,,,,-1,44150,Kepler-325,267671250,14,Kepler,2022_07_31,3,123.0,2.5,-1
488,496,1792219,1792228,1337.5009790429467,1337.507109025486,5.55091851127462,0.2841737846575838,0.0184450119402344,0.006129982539277989,0.6313173183189699,49956,Kepler-325,267671250,14,Kepler,2022_07_31,3,123.0,2.5
27450,27453,2145426,2145429,1578.0744030303686,1578.0764465869797,1.2725665353756543,0.1905102612179441,0.008563022582047441,0.002043556611170061,0.22988874892918432,32600,Kepler-182,267672183,17,Kepler,2022_07_31,1,123.0,2.5
,,,,,,,,,,-1,6151,Kepler-182,267672183,17,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,15128,Kepler-973,267747398,40,TESS,2022_07_31,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-973,267747398,41,TESS,2022_07_31,2,61.0,2.5,-1
,,,,,,,,,,-1,14895,Kepler-973,267747398,53,TESS,2022_07_31,3,59.0,2.5,-1
19978,19984,1318579,1318585,1014.8946183652588,1014.8987049472125,0.6717764174412432,0.039730219081194326,0.00376541145260334,0.004086581953743007,0.7541296940276971,45183,Kepler-1084,267749737,11,Kepler,2022_07_31,1,123.0,2.5
4314,4319,1349568,1349573,1036.001169619558,1036.004575000581,0.5057593893204138,0.03301601106741811,0.003692854741488283,0.0034053810231853276,0.03327696158292419,43543,Kepler-1084,267749737,11,Kepler,2022_07_31,1,123.0,2.5
,,,,,,,,,,-1,46311,Kepler-1084,267749737,11,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,7621,Kepler-1084,267749737,16,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,52751,Kepler-1084,267749737,16,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,46461,Kepler-1084,267749737,16,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-1084,267749737,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,35656,Kepler-1084,267749737,15,Kepler,2022_07_31,3,123.0,2.5,-1
14683,14696,1951898,1951911,1446.258780964119,1446.267635160868,1.4150520191540354,0.06370998807942278,0.003163321059729496,0.00885419674887089,0.8337253549325476,51069,Kepler-1084,267749737,15,Kepler,2022_07_31,3,123.0,2.5
22318,22326,1731978,1731986,1296.4694458511658,1296.4748948515116,0.47626630347866716,0.03953332223688991,0.0014059856650052716,0.005449000345834065,0.8844966446471424,34811,Kepler-1084,267749737,14,Kepler,2022_07_31,4,125.0,2.5
22341,22355,1732001,1732015,1296.48511183964,1296.4946477149642,0.9318210514323251,0.06854208886596735,0.0016885266603834381,0.009535875324218068,0.8921261716446162,34811,Kepler-1084,267749737,14,Kepler,2022_07_31,4,125.0,2.5
,,,,,,,,,,-1,44148,Kepler-1084,267749737,14,Kepler,2022_07_31,4,123.0,2.5,-1
488,496,1792219,1792228,1337.5011179704306,1337.5072479471492,1.44079521727789,0.07150765363575975,0.00406501705507023,0.006129976718511898,0.8674202055038306,49956,Kepler-1084,267749737,14,Kepler,2022_07_31,4,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-1084,267749737,13,Kepler,2022_07_31,5,123.0,2.5,-1
29959,29974,1643882,1643897,1236.4637873525935,1236.4740044092905,2.352103929143397,0.06926650315302973,0.005822684780474763,0.01021705669700168,0.6610108576066712,42289,Kepler-1084,267749737,13,Kepler,2022_07_31,5,123.0,2.5
25274,25278,1682984,1682988,1263.0978385945346,1263.100563178814,0.47136941614765016,0.0389716865813442,0.0027168244731887725,0.0027245842793490738,0.6321178731007309,39121,Kepler-1084,267749737,13,Kepler,2022_07_31,5,123.0,2.5
,,,,,,,,,,-1,34037,Kepler-1084,267749737,12,Kepler,2022_07_31,6,123.0,2.5,-1
11984,11987,1494712,1494715,1134.8589788390746,1134.8610221298804,0.25472151055505976,0.03513203108105895,0.001650396295610923,0.0020432908058864996,0.1782328699201256,39984,Kepler-1084,267749737,12,Kepler,2022_07_31,6,123.0,2.5
,,,,,,,,,,-1,32946,Kepler-1084,267749737,12,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1084,267749737,41,TESS,2022_07_31,7,61.0,2.5,-1
,,,,,,,,,,-1,18424,Kepler-1084,267749737,14,TESS,2022_07_31,8,61.0,2.5,-1
,,,,,,,,,,-1,14175,Kepler-1084,267749737,15,TESS,2022_07_31,9,61.0,2.5,-1
,,,,,,,,,,-1,15551,Kepler-1084,267749737,40,TESS,2022_07_31,10,59.0,2.5,-1
,,,,,,,,,,-1,15452,Kepler-1084,267749737,53,TESS,2022_07_31,11,59.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-445,268060194,17,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-445,268060194,17,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-445,268060194,41,TESS,2022_07_31,2,61.0,2.5,-1
,,,,,,,,,,-1,34812,Kepler-166,26814955,14,Kepler,2022_07_31,2,125.0,2.5,-1
,,,,,,,,,,-1,44150,Kepler-166,26814955,14,Kepler,2022_07_31,2,123.0,2.5,-1
488,497,1792219,1792228,1337.5011443473486,1337.5072743457204,7.1760531032256,0.19458756145982842,0.021665883773114736,0.006129998371761758,0.39492494549850643,49958,Kepler-166,26814955,14,Kepler,2022_07_31,2,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-166,26814955,13,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-166,26814955,13,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-166,26814955,13,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,43978,Kepler-166,26814955,10,Kepler,2022_07_31,4,123.0,2.5,-1
,,,,,,,,,,-1,45006,Kepler-166,26814955,10,Kepler,2022_07_31,4,123.0,2.5,-1
5587,5590,1258379,1258385,973.8920495778875,973.8961362562331,6.17595546571747,0.3139884202455571,0.019660834120531767,0.00408667834562948,0.4128302094439466,44061,Kepler-166,26814955,10,Kepler,2022_07_31,4,123.0,2.5
,,,,,,,,,,-1,18322,Kepler-720,268159158,41,TESS,2022_07_31,1,61.0,2.5,-1
,,,,,,,,,,-1,32601,Kepler-186,268159861,17,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-186,268159861,17,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,7622,Kepler-186,268159861,16,Kepler,2022_07_31,3,123.0,2.5,-1
42598,42601,2057276,2057279,1518.0319570701758,1518.0340002608646,6.528935019740776,0.1410006265450672,0.0581033678499121,0.0020431906887097284,0.25832825789027447,52753,Kepler-186,268159861,16,Kepler,2022_07_31,3,123.0,2.5
,,,,,,,,,,-1,46462,Kepler-186,268159861,16,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-186,268159861,15,Kepler,2022_07_31,4,123.0,2.5,-1
,,,,,,,,,,-1,35655,Kepler-186,268159861,15,Kepler,2022_07_31,4,123.0,2.5,-1
,,,,,,,,,,-1,51069,Kepler-186,268159861,15,Kepler,2022_07_31,4,123.0,2.5,-1
15244,15247,1714707,1714710,1284.7056726599403,1284.7077162311834,1.7081970867643936,0.11951802698097296,0.01784770561328708,0.002043571243120823,0.22775228418643675,34812,Kepler-186,268159861,14,Kepler,2022_07_31,5,125.0,2.5
,,,,,,,,,,-1,44149,Kepler-186,268159861,14,Kepler,2022_07_31,5,123.0,2.5,-1
488,498,1792219,1792229,1337.5017103293067,1337.5085215456056,14.923132375032022,0.19785242936576533,0.06570677996303753,0.006811216298956424,0.8112049947649457,49958,Kepler-186,268159861,14,Kepler,2022_07_31,5,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-186,268159861,13,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-186,268159861,13,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-186,268159861,13,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-186,268159861,12,Kepler,2022_07_31,7,123.0,2.5,-1
24500,24503,1507270,1507273,1143.4119189878402,1143.4139623747978,6.623248465905207,0.13281940656471278,0.051968430402497656,0.002043386957666371,0.8754594601606582,39984,Kepler-186,268159861,12,Kepler,2022_07_31,7,123.0,2.5
,,,,,,,,,,-1,32946,Kepler-186,268159861,12,Kepler,2022_07_31,7,123.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-186,268159861,41,TESS,2022_07_31,10,61.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-432,26817004,17,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-432,26817004,17,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,7622,Kepler-432,26817004,16,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,52752,Kepler-432,26817004,16,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,46462,Kepler-432,26817004,16,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-432,26817004,15,Kepler,2022_07_31,4,123.0,2.5,-1
,,,,,,,,,,-1,35656,Kepler-432,26817004,15,Kepler,2022_07_31,4,123.0,2.5,-1
,,,,,,,,,,-1,51070,Kepler-432,26817004,15,Kepler,2022_07_31,4,123.0,2.5,-1
,,,,,,,,,,-1,46806,Kepler-432,26817004,13,Kepler,2022_07_31,5,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-432,26817004,13,Kepler,2022_07_31,5,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-432,26817004,13,Kepler,2022_07_31,5,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-432,26817004,12,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-432,26817004,12,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-432,26817004,12,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,45183,Kepler-432,26817004,11,Kepler,2022_07_31,7,123.0,2.5,-1
,,,,,,,,,,-1,43543,Kepler-432,26817004,11,Kepler,2022_07_31,7,123.0,2.5,-1
21994,21997,1416425,1416428,1081.5373223428542,1081.5393655714943,0.30226730181549855,0.0356395158644085,0.0019831082643551046,0.002043228640104644,0.33334619038491214,46311,Kepler-432,26817004,11,Kepler,2022_07_31,7,123.0,2.5
,,,,,,,,,,-1,43978,Kepler-432,26817004,10,Kepler,2022_07_31,8,123.0,2.5,-1
,,,,,,,,,,-1,45006,Kepler-432,26817004,10,Kepler,2022_07_31,8,123.0,2.5,-1
5587,5590,1258379,1258385,973.8921026520984,973.8961893285814,1.8420107541979833,0.06892139245798148,0.006909963986437173,0.0040866764829843305,0.28300514551412964,44061,Kepler-432,26817004,10,Kepler,2022_07_31,8,123.0,2.5
,,,,,,,,,,-1,17854,Kepler-432,26817004,40,TESS,2022_07_31,9,59.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-339,26817284,12,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-339,26817284,12,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-339,26817284,12,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,7622,Kepler-339,26817284,16,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,52752,Kepler-339,26817284,16,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,46462,Kepler-339,26817284,16,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-339,26817284,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,35656,Kepler-339,26817284,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,51070,Kepler-339,26817284,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-339,26817284,17,Kepler,2022_07_31,4,123.0,2.5,-1
5924,5931,2164193,2164200,1590.857121724126,1590.8618896854605,1.1809981196556565,0.14555297253028684,0.0038366733771559858,0.004767961334437132,0.5444449605083809,6151,Kepler-339,26817284,17,Kepler,2022_07_31,4,123.0,2.5
5967,5976,2164236,2164245,1590.8864109152346,1590.8925412226963,1.746793478604257,0.14583344157283523,0.0048518913369124395,0.006130307461717166,0.5503290937446965,6151,Kepler-339,26817284,17,Kepler,2022_07_31,4,123.0,2.5
5981,5994,2164250,2164263,1590.8959468379544,1590.9048018376488,2.332024213653744,0.1678875859722717,0.0063613652408431864,0.008854999694449361,0.5522448393727203,6151,Kepler-339,26817284,17,Kepler,2022_07_31,4,123.0,2.5
6016,6020,2164285,2164289,1590.9197869448399,1590.9225114370638,0.7238848565693907,0.10530335458918748,0.003427181274513247,0.002724492223933339,0.5570342637293798,6151,Kepler-339,26817284,17,Kepler,2022_07_31,4,123.0,2.5
,,,,,,,,,,-1,34812,Kepler-339,26817284,14,Kepler,2022_07_31,5,125.0,2.5,-1
,,,,,,,,,,-1,44150,Kepler-339,26817284,14,Kepler,2022_07_31,5,123.0,2.5,-1
488,497,1792219,1792228,1337.501188238486,1337.5073182361593,7.507467971781931,0.18511204783832563,0.026422711167745527,0.006129997673269827,0.6458024095486523,49958,Kepler-339,26817284,14,Kepler,2022_07_31,5,123.0,2.5
2374,2378,1567365,1567369,1184.3446874726797,1184.3474120321116,1.8141288691368747,0.10142511135981354,0.018100468008287462,0.0027245594319538213,0.8770026439950616,46806,Kepler-339,26817284,13,Kepler,2022_07_31,6,123.0,2.5
,,,,,,,,,,-1,42289,Kepler-339,26817284,13,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-339,26817284,13,Kepler,2022_07_31,6,123.0,2.5,-1
38,259,916463,916684,2500.3201984910374,2500.6271742171175,229.6441404526273,0.8175555951377791,0.016355874613131594,0.3069757260800543,0.010291209913373397,15776,HAT-P-20,26826078,44,TESS,2022_07_31,1,59.0,2.5
263,277,916688,916702,2500.632730341169,2500.6521767757877,6.312924877842656,0.43425675016585075,0.005409054281307002,0.019446434618657804,0.11898595561673872,15776,HAT-P-20,26826078,44,TESS,2022_07_31,1,59.0,2.5
286,291,916711,916716,2500.664678055542,2500.6716232110766,2.552822471773796,0.20870309963607447,0.006979555029811513,0.00694515553459496,0.13009697898321212,15776,HAT-P-20,26826078,44,TESS,2022_07_31,1,59.0,2.5
,,,,,,,,,,-1,15440,HAT-P-20,26826078,45,TESS,2022_07_31,2,59.0,2.5,-1
16465,16471,972829,972835,2578.611876134318,2578.620209578931,2.5470503408103156,0.21557647535875615,0.006110261984258791,0.008333444612617313,0.23917680523408635,16534,HAT-P-20,26826078,46,TESS,2022_07_31,3,59.0,2.5
,,,,,,,,,,-1,7622,Kepler-521,268302011,16,Kepler,2022_07_31,2,123.0,2.5,-1
42598,42601,2057276,2057279,1518.0319572806548,1518.0340004708778,2.090368081818098,0.05347632150873375,0.017294377945457073,0.002043190223048441,0.06272526712092034,52753,Kepler-521,268302011,16,Kepler,2022_07_31,2,123.0,2.5
,,,,,,,,,,-1,46462,Kepler-521,268302011,16,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-521,268302011,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,35655,Kepler-521,268302011,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,51069,Kepler-521,268302011,15,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,34812,Kepler-521,268302011,14,Kepler,2022_07_31,4,125.0,2.5,-1
,,,,,,,,,,-1,44149,Kepler-521,268302011,14,Kepler,2022_07_31,4,123.0,2.5,-1
488,495,1792219,1792226,1337.501709943972,1337.5064777563166,3.3056418190223487,0.0740620794999439,0.01556426890032614,0.004767812344653066,0.9337099047022958,49958,Kepler-521,268302011,14,Kepler,2022_07_31,4,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-521,268302011,13,Kepler,2022_07_31,5,123.0,2.5,-1
23004,23007,1636751,1636754,1231.6060747317533,1231.6081182206908,0.4323918043632378,0.0608418355023294,0.003338732843038539,0.0020434889374882914,0.16538294480072244,42289,Kepler-521,268302011,13,Kepler,2022_07_31,5,123.0,2.5
,,,,,,,,,,-1,39121,Kepler-521,268302011,13,Kepler,2022_07_31,5,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-521,268302011,12,Kepler,2022_07_31,6,123.0,2.5,-1
24500,24503,1507270,1507273,1143.4119196883112,1143.4139630749196,1.2440067344714183,0.05404400684400762,0.007741416786445798,0.0020433866084204055,0.19412797894107894,39984,Kepler-521,268302011,12,Kepler,2022_07_31,6,123.0,2.5
,,,,,,,,,,-1,32946,Kepler-521,268302011,12,Kepler,2022_07_31,6,123.0,2.5,-1
12850,12853,1311366,1311369,1009.9825336957147,1009.9845769365711,0.6215808804193728,0.04841896520387743,0.0037924238959146095,0.002043240856437478,0.18599613104599036,45187,Kepler-521,268302011,11,Kepler,2022_07_31,7,123.0,2.5
,,,,,,,,,,-1,43543,Kepler-521,268302011,11,Kepler,2022_07_31,7,123.0,2.5,-1
21994,21997,1416425,1416428,1081.5373062807848,1081.5393494902528,0.7203987264919546,0.0470113943911817,0.00573622274326091,0.0020432094679563306,0.4080038232728328,46311,Kepler-521,268302011,11,Kepler,2022_07_31,7,123.0,2.5
,,,,,,,,,,-1,43978,Kepler-521,268302011,10,Kepler,2022_07_31,8,123.0,2.5,-1
,,,,,,,,,,-1,45006,Kepler-521,268302011,10,Kepler,2022_07_31,8,123.0,2.5,-1
5587,5592,1258379,1258386,973.8926328996749,973.8974006815115,3.076393316311896,0.08803766634252526,0.011253937337582398,0.00476778183656279,0.5609202098235706,44061,Kepler-521,268302011,10,Kepler,2022_07_31,8,123.0,2.5
11815,11818,1264664,1264667,978.1734500017119,978.1754933875127,0.8346847553443947,0.056428450763138516,0.005834587011452896,0.0020433858007891104,0.7536791989655076,44061,Kepler-521,268302011,10,Kepler,2022_07_31,8,123.0,2.5
,,,,,,,,,,-1,18322,Kepler-1066,268379849,41,TESS,2022_07_31,1,61.0,2.5,-1
,,,,,,,,,,-1,17246,XO-7,268403451,25,TESS,2022_07_31,1,61.0,2.5,-1
,,,,,,,,,,-1,16942,XO-7,268403451,26,TESS,2022_07_31,2,61.0,2.5,-1
,,,,,,,,,,-1,19611,XO-7,268403451,40,TESS,2022_07_31,3,59.0,2.5,-1
8761,8764,982995,982998,2592.727393524866,2592.7315601255523,0.86339563778258,0.13814552503937164,0.002880007190003475,0.004166600686403399,0.9068442703997989,17311,XO-7,268403451,47,TESS,2022_07_31,4,61.0,2.5
8784,8787,983018,983021,2592.7593374626804,2592.7635040630166,0.9411118782049159,0.14942130121950647,0.0028088387903328904,0.004166600336247939,0.9179973254345288,17311,XO-7,268403451,47,TESS,2022_07_31,4,61.0,2.5
8823,8829,983057,983063,2592.8135032636783,2592.82183646307,1.7147180972313811,0.2051166566850595,0.002977859323586962,0.008333199391927337,0.9369090251453768,17311,XO-7,268403451,47,TESS,2022_07_31,4,61.0,2.5
8840,8844,983074,983078,2592.837113994883,2592.8426694607942,1.0152225909260355,0.14660430761244692,0.0027663428241921917,0.005555465911129431,0.9451525856627679,17311,XO-7,268403451,47,TESS,2022_07_31,4,61.0,2.5
8862,8896,983096,983130,2592.8676690562943,2592.914890509738,10.39529061582272,0.2065944402826499,0.0047680970610595175,0.047221453443853534,0.955820721929728,17311,XO-7,268403451,47,TESS,2022_07_31,4,61.0,2.5
8903,8918,983137,983152,2592.924612572844,2592.945445564398,6.443149538969286,0.4597209576675877,0.006225282403697685,0.02083299155401619,0.9757022461688288,17311,XO-7,268403451,47,TESS,2022_07_31,4,61.0,2.5
,,,,,,,,,,-1,16749,XO-7,268403451,52,TESS,2022_07_31,5,61.0,2.5,-1
,,,,,,,,,,-1,17305,XO-7,268403451,53,TESS,2022_07_31,6,61.0,2.5,-1
,,,,,,,,,,-1,43978,Kepler-463,268481319,10,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,45006,Kepler-463,268481319,10,Kepler,2022_07_31,3,123.0,2.5,-1
5587,5593,1258379,1258386,973.8925655804196,973.8973333664471,3.49602310347227,0.09047955674986755,0.012111947471130424,0.004767786027514376,0.2236648063718067,44063,Kepler-463,268481319,10,Kepler,2022_07_31,3,123.0,2.5
11816,11819,1264664,1264667,978.1733863076297,978.1754296952931,1.0288622315124165,0.057243700988168535,0.0067310479885618335,0.0020433876634342596,0.7003169280904211,44063,Kepler-463,268481319,10,Kepler,2022_07_31,3,123.0,2.5
12850,12856,1311366,1311372,1009.982505471984,1009.9865920590601,1.8433894037078729,0.07392483163406965,0.008516650554791116,0.004086587076017167,0.24213404818531167,45187,Kepler-463,268481319,11,Kepler,2022_07_31,4,123.0,2.5
,,,,,,,,,,-1,43543,Kepler-463,268481319,11,Kepler,2022_07_31,4,123.0,2.5,-1
8882,8885,1403172,1403175,1072.510882525814,1072.512925933559,0.5787983915086977,0.051111795669177736,0.004722987689628644,0.0020434077450772747,0.204416631262255,46311,Kepler-463,268481319,11,Kepler,2022_07_31,4,123.0,2.5
,,,,,,,,,,-1,34037,Kepler-463,268481319,12,Kepler,2022_07_31,5,123.0,2.5,-1
24500,24505,1507270,1507275,1143.4119907651038,1143.4153964406578,2.5186330277780713,0.07995854080514858,0.011448507713414102,0.00340567555394955,0.09896906127812208,39984,Kepler-463,268481319,12,Kepler,2022_07_31,5,123.0,2.5
,,,,,,,,,,-1,32946,Kepler-463,268481319,12,Kepler,2022_07_31,5,123.0,2.5,-1
16665,16668,1581888,1581891,1194.2363698056433,1194.2384130647843,0.4077252848984526,0.05168341074719735,0.0033804409538527036,0.0020432591409189627,0.7580586724641084,46806,Kepler-463,268481319,13,Kepler,2022_07_31,6,123.0,2.5
,,,,,,,,,,-1,42289,Kepler-463,268481319,13,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-463,268481319,13,Kepler,2022_07_31,6,123.0,2.5,-1
,,,,,,,,,,-1,34813,Kepler-463,268481319,14,Kepler,2022_07_31,7,125.0,2.5,-1
,,,,,,,,,,-1,44149,Kepler-463,268481319,14,Kepler,2022_07_31,7,123.0,2.5,-1
488,495,1792219,1792226,1337.5016361315356,1337.50640394714,2.834675714852529,0.08255260751768816,0.009710611142226266,0.004767815604282077,0.710068231930918,49958,Kepler-463,268481319,14,Kepler,2022_07_31,7,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-471,268604331,13,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-471,268604331,13,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-471,268604331,13,Kepler,2022_07_31,3,123.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-471,268604331,41,TESS,2022_07_31,4,61.0,2.5,-1
30405,30408,4357268,4357271,2236.083094369307,2236.083788823453,2.848163601212378,0.10985218547864736,0.05343322573645781,0.0006944541455595754,0.8429196409690985,101638,KELT-15,268644785,34,TESS,2022_07_31,1,359.0,2.5
,,,,,,,,,,-1,82060,KELT-15,268644785,35,TESS,2022_07_31,2,361.0,2.5,-1
80131,80134,4645859,4645862,2302.8862453492543,2302.8869397772055,1.8675883076001079,0.10218278638260593,0.048365542293385744,0.0006944279512026696,0.9073001313660055,93521,KELT-15,268644785,36,TESS,2022_07_31,3,361.0,2.5
,,,,,,,,,,-1,16343,KELT-15,268644785,07,TESS,2022_07_31,4,59.0,2.5,-1
,,,,,,,,,,-1,15455,KELT-15,268644785,09,TESS,2022_07_31,5,61.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-272,268704766,12,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-272,268704766,12,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-272,268704766,12,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,7622,Kepler-329,268713285,16,Kepler,2022_07_31,1,123.0,2.5,-1
42598,42601,2057276,2057279,1518.032051498718,1518.0340946864962,15.077444380767709,0.286233057077415,0.12764337746753096,0.0020431877783266827,0.36794949066610416,52753,Kepler-329,268713285,16,Kepler,2022_07_31,1,123.0,2.5
,,,,,,,,,,-1,46463,Kepler-329,268713285,16,Kepler,2022_07_31,1,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-329,268713285,17,Kepler,2022_07_31,2,123.0,2.5,-1
,,,,,,,,,,-1,100209,WASP-53,268766053,30,TESS,2022_07_31,1,361.0,2.5,-1
290,293,114396,114399,1386.3434320682586,1386.347598846398,2.5501670070043936,0.43268207694058824,0.0073871618075884715,0.004166778139278904,0.03390838302452589,12921,WASP-53,268766053,03,TESS,2022_07_31,2,61.0,2.5
,,,,,,,,,,-1,34037,Kepler-5,268823307,12,Kepler,2022_07_31,2,123.0,2.5,-1
